forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:24:27Z,2025-10-10T00:00:00Z,3.84,3.83,3.8,3.77,3.75,3.72,3.69,3.66,3.62,3.59,3.56,3.53,3.5,3.47
