forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h
2025-10-10T15:24:10Z,2025-10-10T13:00:00Z,5.1,4.2,3.3,3,3.9,5.7,7.09,8.7,10.3,10.7,10,9.02,8.17,7.09,6.27,5.4,4.8,5.1,6,7.09,7.9,7.9,7.36,6.82,6,5.4,4.5,4.2,4.2,5.4,6.82,8.43,10.3,11,11.3,10.7,9.68,8.7,7.63,6.82,6,5.7,6,6.82,7.9,8.43,8.7,8.43,7.9,7.09,6.55,6,6,6.82,8.17,10,12,13.9,15.2,15.5,14.9,13.9,13,12,11,10.3,10.7,11.7,13.6,15.5,16.8,17.5
