forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:42Z,2025-10-10T00:00:00Z,2.21,2.27,2.31,2.36,2.38,2.38,2.38,2.33,2.31,2.27
