forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T12:55:46Z,2025-10-10T18:00:00Z,0.022,0.022,0.022,0.022,0.022,0.03,0.039,0.066,0.085,0.085,0.085,0.108,0.121,0.108,0.108,0.096,0.085,0.066,0.051,0.051
