forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:57Z,2025-10-10T00:00:00Z,80.9,82.2,82.9,83,83,82.9,82.7,82.4,81.9,81.1,80,78.8,77.6,77
