forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:28Z,2025-10-10T00:00:00Z,0.421,0.403,0.389,0.38,0.372,0.363,0.331,0.354,0.349,0.341
