forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:22Z,2025-10-10T00:00:00Z,0.844,0.812,0.792,0.766,0.751,0.732,0.718,0.704,0.695,0.695
