forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h
2025-10-10T15:54:35Z,2025-10-10T18:00:00Z,88.8,96.8,92.7,87.5,87.5,94,87.5,88.8,92.7,94,90.1,84.9,88.8,92.7,88.8,84.9,87.5,91.4,88.8,86.2,83.6,90.1,87.5,83.6,86.2,90.1,86.2,82.3
