forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-09-22T22:54:33Z,2025-09-23T00:00:00Z,0.806,0.865,0.88,0.865,0.82,0.764,0.737,0.75,0.75,0.71
