forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T15:39:19Z,2025-10-10T18:00:00Z,0.738,0.719,0.682,0.664,0.647,0.63,0.613,0.597,0.581,0.565,0.55,0.55,0.534,0.519,0.519,0.504,0.504,0.49,0.49,0.476
