forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:31Z,2025-10-10T00:00:00Z,0.805,0.7,0.592,0.501,0.435,0.394,0.363,0.343,0.341,0.385
