forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:24:31Z,2025-10-10T00:00:00Z,7.3,7.17,7.13,7.11,7.1,7.07,7.06,7.05,7.04,7.03,7.02,7.01,7,6.99
