forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T15:39:19Z,2025-10-10T18:00:00Z,0.549,0.539,0.539,0.53,0.52,0.513,0.506,0.499,0.491,0.484,0.477,0.471,0.471,0.464,0.464,0.457,0.457,0.45,0.45,0.444
