forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T14:25:27Z,2025-10-10T18:00:00Z,0.208,0.208,0.142,0.142,0.142,0.142,0.208,0.334,0.552,0.636,0.636,0.727
