forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T14:24:22Z,2025-10-10T18:00:00Z,3.87,3.87,3.87,3.87,3.87,3.55,3.87,4.21,4.21,4.56,4.92,6.1
