forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:31Z,2025-10-10T00:00:00Z,32.6,33.4,34.2,34.7,35.2,35.5,35.6,35.6,35.4,34.9,34.2,33.3,32.3,31.4
