,INTERVAL_NUM,VALUE
,13,338.17
,1,226.63
,5,216.79
,4,214.85
,3,214.42
,23,256.73
,22,280.08
,8,252.86
,12,319.19
,11,299.38
,10,283.18
,18,356.82
,7,230.19
,19,337.56
,24,239.28
,6,221.65
,20,321.48
,17,364.55
,9,269.61
,14,355.33
,19,1193.78
,9,1160.28
,16,1164.17
,10,1156.3
,15,1162.87
,2,847.18
,4,830.86
,5,867.3
,22,1069.61
,24,912.05
,20,1196.06
,1,876.3
,21,1146.42
,17,1179.3
,13,1159.2
,18,1199.66
,6,963.48
,7,1085.88
,23,985.36
,12,1151.48
,14,1161.55
,3,830.64
,11,1151.55
,8,1151.31
,23,0
,1,0
,24,0
,20,0
,19,0
,21,0
,17,0
,16,0
,9,0
,3,0
,15,0
,22,0
,8,0
,5,0
,2,0
,18,0
,14,0
,12,0
,10,0
,13,0
,11,0
,6,0
,7,0
,4,0
,8,4372.75
,17,6617.33
,16,6480.31
,22,5629.32
,24,4811.08
,3,4273.33
,13,5329.9
,15,6133.87
,19,6529.34
,20,6374
,1,4668.46
,2,4430.09
,7,4341.48
,9,4368.07
,11,4620.48
,18,6685.57
,21,6043.27
,23,5201.1
,4,4164.45
,6,4250.65
,10,4412.47
,12,4943.44
,14,5741.85
,5,4154.98
,4,1556.12
,24,1920.53
,1,1824.3
,12,2036.55
,17,2917.02
,6,1627.52
,8,1825.49
,14,2368.25
,18,2922.76
,22,2380.48
,2,1700.85
,5,1566.65
,13,2181.92
,16,2780.5
,3,1603.73
,11,1957.51
,21,2588.68
,23,2136.11
,9,1873.04
,10,1919.01
,15,2570.72
,20,2719.84
,19,2809
,7,1750.71
,18,508.02
,24,362.21
,8,329.2
,10,345.38
,14,421.73
,4,293.77
,19,497.53
,20,483.65
,23,399.22
,3,302.28
,5,290.23
,7,314.65
,16,479.68
,17,500.75
,2,319.1
,1,342.65
,11,347.12
,6,297.39
,9,340.04
,13,391.61
,15,450.99
,12,364.76
,22,441.7
,21,470.21
,20,147.78
,3,81.12
,14,138.99
,4,79
,6,85.4
,19,159.64
,21,135.4
,24,98.32
,1,89.2
,9,105.33
,11,112.33
,15,150.42
,12,118.82
,13,128.07
,16,160.55
,7,94.59
,10,108.49
,23,108.6
,2,84.27
,8,101.1
,18,167.61
,17,166.37
,22,121.38
,5,80.09
,22,189.52
,23,166.04
,24,145.84
,6,112.19
,13,166.04
,9,133.85
,15,202.29
,16,222.32
,19,238.86
,1,133.58
,2,122.44
,3,113.72
,8,128.42
,10,139.99
,14,183.22
,17,237.27
,11,145.98
,4,108.36
,7,123.4
,5,107.63
,12,154.14
,18,243.9
,20,229.06
,21,211.69
,19,1870.83
,23,1432.72
,3,1080.67
,16,1876.98
,14,1589.49
,20,1820.05
,10,1296.55
,12,1368.12
,7,1190.1
,24,1286.32
,17,1967.75
,9,1264.66
,4,1048.99
,6,1106.14
,2,1147.81
,18,1958.88
,15,1728.56
,11,1322.44
,13,1464.19
,8,1237.86
,5,1062.99
,22,1594.8
,21,1736.14
,1,1231.29
,18,44.36
,24,27.85
,13,32.01
,22,33.08
,23,29.54
,4,26
,15,38.46
,10,28.6
,3,25.95
,17,44.88
,9,29.15
,7,27.98
,16,40.96
,6,26.39
,5,25.72
,8,28.91
,2,27.24
,12,30.72
,21,35.23
,14,34.83
,20,39.29
,1,27.58
,11,29.65
,19,42.15
,22,5918.84
,24,5298.63
,2,5042.15
,5,5105.21
,7,5902.03
,11,6108.18
,3,4982.81
,4,4975.37
,8,6154.47
,21,6190.55
,18,6207.21
,20,6261.12
,23,5588.66
,13,6090.9
,15,6070.6
,9,6177.49
,16,6075.75
,6,5445.79
,12,6084.95
,10,6149.98
,14,6088.08
,17,6121.83
,19,6237.26
,1,5156.2
,22,31927.27
,17,33430.41
,8,26956.57
,13,26243.9
,23,29741.57
,24,27535.05
,1,26611.5
,4,23282.61
,5,23343.74
,15,29447.73
,18,34813.68
,19,34993.89
,20,34638.23
,21,33361.13
,2,25202.15
,14,27563.08
,9,26831.3
,11,25841.15
,16,31637.9
,3,23951.74
,6,24244.93
,10,26200.69
,12,25709.37
,7,25898.59
,18,1622.03
,3,856.57
,9,1040.79
,14,1540.98
,4,855.83
,11,1218.53
,7,961.88
,10,1119.46
,15,1632.85
,22,1189.3
,13,1434.57
,23,1079.87
,2,877.3
,8,1003.86
,16,1689.13
,24,998.17
,1,915.35
,5,882.76
,6,937.71
,17,1703.87
,12,1320.97
,19,1517.95
,20,1419.61
,21,1309.32
,17,2476.79
,13,2266.47
,16,2422.64
,18,2511.55
,24,1872.6
,2,1782.87
,3,1760.84
,10,2191.31
,14,2309.61
,1,1827.02
,6,1949.76
,9,2176.45
,21,2308.14
,23,1981.17
,4,1767.44
,5,1828.93
,7,2061.77
,8,2134.69
,11,2211.09
,15,2356.3
,20,2445.27
,22,2135.64
,19,2509.48
,12,2233.22
,15,3767.73
,11,3038
,13,3337.19
,22,3253.91
,4,2304.01
,14,3555.97
,16,3938.76
,18,3958.6
,19,3757.11
,23,3023.79
,3,2377.72
,9,2821.29
,20,3606.6
,21,3448.69
,7,2534.35
,5,2290.17
,8,2677.4
,17,4018.93
,12,3173.34
,1,2683.84
,24,2798.17
,2,2502.01
,10,2938.78
,6,2367.76
,15,184.9
,10,184.7
,17,184.67
,24,202.15
,3,184.43
,14,184.83
,18,192.2
,2,184.44
,8,193.62
,13,184.58
,23,205.65
,1,186.45
,11,184.63
,19,214.44
,20,210.92
,4,184.44
,6,184.31
,9,184.66
,12,184.76
,21,228.9
,22,227.28
,7,194.61
,5,184.36
,16,184.65
,17,6443.28
,10,4649.84
,19,6275.82
,20,6066.03
,21,5777.69
,2,4485.2
,13,5371.22
,24,4785.34
,1,4716.23
,22,5462.92
,23,5126.89
,6,4228.59
,11,4827.98
,9,4498.58
,15,5953.94
,16,6229.29
,8,4373.15
,12,5067.33
,14,5664.63
,3,4322.71
,5,4177.41
,7,4299
,4,4212.82
,18,6455.69
,17,1390.09
,18,1389.05
,6,1192.61
,13,1308.05
,4,1054.74
,10,1270.44
,11,1276.56
,21,1280.1
,22,1204.18
,2,1049.04
,9,1257.33
,8,1262.03
,12,1290.87
,14,1336.35
,15,1365.64
,20,1345.99
,19,1379.64
,23,1137.19
,24,1093.79
,3,1040.95
,7,1251.74
,1,1068.37
,5,1101.73
,16,1380.91
,3,4863.62
,16,6823.15
,9,5718.94
,6,5309.35
,14,6456.81
,4,4890.19
,2,4938.45
,24,5225.57
,23,5506.6
,21,6272.64
,19,6811.59
,18,6913.75
,15,6656.84
,22,5881.94
,1,5083.99
,20,6645.05
,11,5916.54
,10,5799.73
,8,5640.62
,7,5522.78
,17,6902.14
,13,6274.84
,12,6084.44
,5,5048.28
,23,2172.34
,1,1948.96
,6,1978.19
,12,2368.83
,14,2496.16
,13,2425.97
,17,2627.82
,18,2635.96
,3,1820.09
,4,1803.44
,21,2520.23
,19,2623.25
,5,1834.46
,10,2362.54
,9,2350.15
,8,2325.13
,7,2201.42
,2,1867.95
,22,2343.6
,15,2550.49
,11,2370.47
,20,2632.72
,16,2585.23
,24,2024.66
,11,2531.33
,17,2681.25
,13,2555.42
,9,2514.56
,1,2175.85
,21,2739.64
,10,2514.1
,24,2285.22
,6,2158.25
,18,2731.38
,5,2048.84
,16,2629.55
,15,2590.8
,12,2541.02
,7,2358.1
,2,2085.85
,19,2755.32
,22,2616.14
,23,2446.3
,20,2796.93
,4,2016.38
,14,2575.6
,8,2501.58
,3,2022.19
,15,11393.8
,14,10561.11
,7,11549.91
,6,10736.62
,9,11627.13
,1,11522.67
,21,14828.26
,18,14763.93
,24,11995.38
,12,10106.34
,10,10945.83
,5,10293.62
,4,10221.12
,23,12958.96
,19,15267.38
,20,15300.57
,17,13728.26
,13,10104.09
,11,10446.15
,8,12049.17
,22,14048.95
,16,12450.88
,3,10449.21
,2,10932.88
,6,1464.13
,17,1998.37
,18,1969.05
,20,1892.6
,8,1421.57
,16,1964.77
,24,1473.27
,3,1341.65
,5,1383.54
,7,1462.79
,10,1439.23
,1,1402.22
,19,1954.22
,22,1672.88
,11,1485.54
,12,1561.51
,14,1776.28
,15,1879.63
,23,1560.19
,2,1368.63
,4,1339.09
,9,1410.26
,13,1667.09
,21,1791.75
,8,2545.7
,16,2619.68
,3,1904.82
,11,2638.15
,9,2599.06
,10,2626.66
,20,2867.84
,2,1960.85
,5,1986.41
,23,2420.87
,15,2604.44
,24,2220.97
,6,2152.39
,7,2396.67
,14,2626.44
,18,2752.06
,21,2814.6
,22,2633.84
,4,1911.65
,12,2633.34
,13,2637.13
,17,2685.41
,19,2773.9
,1,2050.36
,7,11630.83
,20,15770.5
,10,12542.84
,21,15128.97
,13,13560.2
,16,16065.2
,23,13752.65
,22,14607.43
,18,16529.11
,14,14306.63
,15,15144.22
,11,12753.01
,8,12089.82
,1,12209.49
,2,11523.08
,5,10592.2
,24,12715.05
,17,16368.95
,9,12402.17
,4,10573.78
,19,16145.25
,6,10978.62
,3,10913.44
,12,13046.55
,13,1026.73
,10,1009.38
,3,716.32
,1,777.05
,17,1034.14
,8,960.39
,7,885.3
,5,730.66
,24,839.26
,16,1020.09
,9,994.21
,6,785.39
,2,739.71
,23,906.41
,18,1043.27
,14,1027.3
,22,971.6
,19,1035.77
,20,1051.03
,15,1018.58
,12,1024.08
,11,1019.82
,21,1025.96
,4,712.43
,3,2356.66
,12,2303.78
,19,3281.22
,23,2764.95
,18,3237.11
,21,3102.34
,4,2256.07
,9,2558.09
,16,2847.26
,14,2430.31
,20,3277.21
,5,2226.09
,8,2569.65
,10,2466.36
,13,2321.23
,15,2639.22
,24,2568.38
,22,2977.77
,1,2639.66
,2,2511.45
,6,2294.66
,7,2470.37
,11,2393.51
,17,3055.65
,4,3833.42
,5,3804.43
,8,4083.18
,1,4366.34
,15,6371.85
,16,6504.13
,3,3941.32
,6,3857.54
,7,3953.37
,10,4639.13
,11,5007.19
,13,5791.68
,12,5393.54
,17,6586.25
,23,4912.03
,2,4124.73
,21,5676.61
,19,6258.78
,22,5318.15
,24,4547.15
,9,4324.14
,14,6136.67
,18,6461.57
,20,5937.86
,17,2313.32
,21,1945.3
,4,1224.39
,10,1422.13
,12,1701.63
,13,1855.83
,18,2303.65
,24,1498.95
,8,1329.19
,9,1348.26
,19,2183.33
,2,1318.87
,22,1799.64
,6,1265.62
,7,1306.87
,11,1548.89
,20,2067.77
,23,1644.31
,5,1223.21
,1,1403.87
,14,2008.02
,16,2271.56
,15,2144.3
,3,1256.27
,20,508.26
,2,333.76
,7,346.76
,1,357.59
,14,447.76
,22,452.21
,11,372.65
,17,530.98
,8,361.11
,5,310.45
,6,322.35
,13,415.89
,19,518.64
,12,388.29
,23,410.12
,10,372.24
,9,367.94
,15,479.83
,16,509.84
,21,487.72
,24,371.53
,3,317.34
,4,309.73
,18,538.61
,1,359.03
,23,427.15
,8,423.87
,13,461.54
,3,329.96
,5,325.04
,10,450.65
,12,460.57
,20,483.14
,24,384.23
,14,462.59
,17,465.21
,18,474.5
,21,483.79
,4,323.35
,9,441.11
,16,458.98
,19,479.42
,22,459.54
,7,386.27
,2,341.69
,11,457.75
,15,461.36
,6,345.03
,22,65.84
,16,89.91
,5,47.47
,6,50.72
,8,54.3
,9,59.25
,14,80.2
,23,59.36
,11,63.84
,18,91.33
,19,85.6
,24,54.09
,1,53.23
,10,60.96
,15,85.58
,17,92.87
,21,72.66
,2,50.29
,12,67.93
,20,79.02
,4,47.2
,7,52.87
,13,73.8
,3,48
,7,698.25
,4,665.01
,10,770.95
,13,982.23
,17,1177.3
,22,864.69
,23,804.88
,1,733.01
,6,674.42
,8,722.44
,9,737.93
,3,677.41
,14,1049.44
,21,935.92
,19,1104.99
,24,749.33
,15,1106.13
,2,699.55
,12,909.98
,11,836.03
,16,1143.47
,20,1013.84
,18,1178.93
,5,663
,2,482.91
,11,545.64
,16,796.92
,21,651.02
,3,465.53
,8,471.23
,4,452.46
,9,472.03
,15,759.99
,17,833.18
,18,844.33
,24,522.91
,5,447.84
,6,454.57
,12,603.1
,13,657.85
,14,711.22
,20,712.75
,7,470.03
,1,509.47
,10,495.15
,19,788.92
,22,600.16
,23,562.62
,5,215.16
,18,334.59
,10,275.8
,13,324.38
,12,306.88
,15,346.14
,19,316.06
,20,301.1
,24,226.43
,23,242.25
,1,223.53
,2,216.63
,4,212.55
,11,290.39
,22,264.53
,9,265.9
,14,338.23
,21,284.9
,7,228.22
,3,211.88
,17,344.12
,8,251.21
,16,346.55
,6,219.85
,5,861.52
,24,900.65
,10,1144.25
,17,1136.06
,20,1134.56
,22,1027.76
,7,1062.46
,9,1146.51
,13,1131.37
,8,1130.39
,1,871.95
,12,1131.96
,16,1123.81
,18,1151.15
,15,1124.08
,21,1088.87
,2,843.98
,11,1137.5
,14,1127.43
,19,1138.1
,4,828
,23,962.74
,3,827.96
,6,948.73
,8,0
,12,0
,15,0
,18,0
,10,0
,11,0
,16,0
,19,0
,6,0
,23,0
,24,0
,2,0
,7,0
,20,0
,21,0
,17,0
,22,0
,3,0
,5,0
,13,0
,14,0
,1,0
,9,0
,4,0
,4,3962.23
,1,4420.54
,5,3976.93
,9,4391.93
,13,5079.3
,11,4697.79
,12,4913.36
,15,5611.46
,18,6090.15
,21,5567.48
,14,5325.91
,17,6050.2
,2,4197.46
,3,4044.75
,22,5230.84
,6,4068.82
,10,4491.88
,20,5853.44
,8,4275.95
,7,4168.86
,16,5927.64
,19,5982.62
,24,4572.65
,23,4880.68
,15,2501.74
,13,2120.07
,5,1528.51
,18,2860.66
,17,2846.55
,12,1979.91
,14,2304.8
,11,1894.52
,10,1847.66
,4,1530
,3,1579.57
,16,2701.06
,8,1765.9
,2,1679.12
,24,1894.52
,21,2489.78
,20,2632.7
,19,2749.32
,9,1809.06
,7,1700.08
,6,1583.08
,1,1802.9
,23,2086.99
,22,2294.66
,11,343.71
,18,483.44
,8,323.75
,16,457.86
,7,307.64
,10,341.38
,5,289.16
,9,334.33
,4,293.57
,13,381.22
,3,301.81
,22,415.7
,6,292.55
,17,474.92
,1,331.78
,24,346.37
,21,438.66
,20,460.37
,19,473.86
,2,315.13
,23,381.34
,15,433.84
,14,407.57
,12,358.55
,3,82.42
,8,100.92
,5,80.88
,15,151.85
,23,107.8
,24,98.48
,1,91.27
,6,85.82
,18,166.83
,21,131.99
,11,113.25
,10,109.13
,12,119.95
,9,105.39
,13,129.31
,14,140.36
,19,157.17
,20,144.34
,22,119.2
,2,85.89
,4,80.06
,7,94.46
,16,161.88
,17,166.88
,12,150.18
,7,121.96
,13,161.12
,14,177.68
,20,224.27
,22,187.17
,1,134.9
,5,107.1
,11,142.64
,17,233.15
,9,131.18
,16,216.91
,21,207.52
,4,108.12
,3,113.83
,10,137.14
,24,147.14
,2,122.94
,8,126.58
,18,239.99
,19,234.78
,23,166.2
,6,111.37
,15,196.72
,10,1230.76
,14,1545.73
,18,1925.22
,16,1823.14
,22,1539.9
,2,1127.27
,9,1208.33
,6,1066.21
,7,1147.92
,8,1185.4
,19,1841.89
,21,1676.77
,23,1402.22
,20,1765.27
,1,1216.81
,4,1021.61
,11,1266.37
,12,1321.9
,24,1274.28
,13,1417.94
,15,1681.88
,17,1926.43
,3,1054.86
,5,1025.23
,14,33.47
,4,26.64
,15,37.46
,7,28.1
,11,28.56
,18,45.18
,19,41.61
,23,29.43
,6,27.12
,3,26.65
,8,29.25
,9,29.83
,13,30.48
,10,29.26
,17,45.16
,20,38.45
,2,27.9
,5,26.14
,12,29.33
,21,34.84
,1,28.15
,22,32.69
,24,28.25
,16,41.27
,2,5172.63
,14,6267.66
,6,5449.18
,8,6137.88
,20,6298.52
,1,5296.59
,4,5081.93
,13,6269.24
,10,6277.8
,12,6263.69
,3,5099.11
,5,5174.99
,7,5853.81
,18,6338.42
,22,5935.21
,15,6246.1
,9,6241.31
,11,6271.19
,17,6282.24
,23,5654.75
,24,5402.31
,16,6252.65
,19,6327.93
,21,6184.53
,18,34025.63
,11,25900.94
,24,27200.62
,2,24946.86
,7,25590.41
,15,29084.67
,16,30983.06
,17,32608.23
,1,26294.62
,13,26135.69
,23,29169.89
,4,23103.92
,5,23137.59
,22,31073.86
,14,27356.68
,19,34225.87
,6,23993.67
,8,26658.02
,10,26199.46
,12,25759.83
,21,32314.62
,3,23761.98
,9,26647.04
,20,33602.92
,16,1559.76
,11,1161.45
,24,953.18
,12,1254.72
,10,1071.1
,20,1288.99
,22,1112.28
,3,837.65
,9,1002.7
,18,1447.47
,2,851.47
,23,1027.1
,4,841.05
,5,865.64
,6,923.28
,15,1524.29
,13,1358.13
,14,1449.15
,19,1362.84
,21,1201.74
,7,933.42
,1,892.21
,8,970.43
,17,1532.57
,18,2413.61
,10,2118.86
,6,1884.61
,13,2157.03
,5,1780.19
,2,1740.05
,3,1717.45
,12,2125.83
,14,2200.56
,17,2388.6
,19,2406.96
,21,2211.07
,24,1833.85
,4,1724.3
,9,2096.4
,15,2255.44
,11,2116.26
,16,2328.48
,20,2337.18
,22,2066.3
,23,1932.47
,1,1783.25
,8,2057.26
,7,1993.35
,20,3495.57
,17,3906.66
,22,3162.39
,23,2967.53
,7,2500.56
,8,2632.43
,11,2992.78
,15,3673.51
,13,3265.12
,9,2778.8
,14,3475.51
,16,3830.16
,19,3644.1
,3,2362.56
,4,2290.41
,1,2662.56
,2,2487.82
,12,3112.47
,18,3845.93
,24,2771.64
,5,2277.63
,6,2349.6
,10,2898.8
,21,3339.49
,19,193.21
,7,185.51
,11,183.07
,15,239.69
,20,184.73
,22,184.5
,1,184.68
,18,211.01
,24,184.46
,6,185.24
,10,184.44
,13,198.78
,16,258.06
,17,230.59
,21,185.04
,2,185.07
,5,185.38
,8,185.54
,9,215.25
,14,225.78
,23,185.01
,4,185.32
,3,185.1
,12,185.07
,4,4019.32
,2,4278.87
,8,4182.84
,19,6097.84
,22,5337.11
,20,5872.27
,18,6275.17
,15,5828.35
,14,5550.44
,13,5240.21
,3,4126.37
,24,4753.9
,10,4464.65
,12,4929.66
,5,3989.72
,1,4496.1
,9,4307.33
,7,4149.06
,6,4063.52
,21,5592.37
,23,5044.02
,17,6264.45
,16,6076.29
,11,4665.6
,8,1248.27
,16,1339.89
,10,1258.65
,22,1180.89
,17,1345.7
,14,1297.96
,15,1322.96
,18,1341.86
,13,1280.17
,11,1255.44
,5,1087.25
,2,1040.39
,1,1057.88
,23,1123.65
,7,1230.39
,20,1289.32
,4,1047.64
,19,1328.31
,6,1166.24
,21,1239.42
,12,1266.29
,24,1078.7
,9,1248.14
,3,1034.52
,16,6616.81
,17,6704.69
,8,5551.62
,1,4939.78
,22,5711.04
,21,6044.17
,12,5859.42
,7,5416.35
,3,4756.2
,9,5617.15
,23,5379.82
,18,6693.63
,20,6361.15
,19,6550.44
,11,5714.83
,2,4812.11
,15,6445.86
,14,6247.47
,6,5178.37
,5,4925.91
,4,4788.04
,24,5109.35
,13,6053.22
,10,5636.24
,14,2388.65
,22,2255.17
,12,2307.64
,11,2313.28
,10,2314.26
,8,2277.46
,18,2581.58
,5,1813.06
,15,2441.75
,3,1795.98
,6,1937.8
,20,2537.03
,4,1781.23
,24,1980.05
,2,1840.59
,1,1916.8
,19,2559.55
,21,2417.1
,17,2559.75
,16,2492.13
,13,2340.51
,23,2112.01
,7,2145.01
,9,2310.01
,17,2628.82
,3,2042.87
,4,2025.97
,7,2347.55
,9,2531.65
,11,2507.17
,16,2570.14
,19,2692.33
,21,2636.24
,23,2402.23
,12,2507.58
,5,2056.1
,14,2520.67
,15,2532.77
,20,2703.35
,18,2677.51
,1,2195.09
,8,2492.75
,13,2508.4
,22,2533.44
,24,2271.46
,2,2105.6
,6,2150.58
,10,2513.71
,9,11461.88
,16,12153.2
,21,14329.92
,13,9905.6
,14,10349.53
,24,11840.73
,20,14810.19
,7,11354.01
,6,10597.93
,8,11830.31
,12,9959.7
,15,11177.32
,23,12729.29
,5,10180.83
,10,10835.04
,11,10332.73
,17,13268.71
,18,14386.51
,1,11384.34
,4,10136.28
,3,10374.32
,19,14869.46
,22,13693.27
,2,10825.25
,1,1359.52
,19,1803.93
,23,1504.38
,17,1836.08
,22,1596.5
,8,1391.38
,4,1305.06
,7,1433.87
,6,1433.42
,3,1305.45
,20,1763.31
,16,1805.26
,24,1426.24
,13,1547.18
,11,1408.49
,10,1376.89
,9,1360.9
,5,1354.56
,2,1331.13
,12,1466.07
,15,1725.2
,21,1687.07
,18,1813.97
,14,1640.25
,23,2377.75
,12,2623.44
,8,2568.23
,4,1918.95
,15,2574.7
,2,1970.41
,21,2665.03
,19,2648.87
,13,2619.58
,11,2629.84
,9,2615.15
,5,1988.06
,7,2414.03
,22,2536.22
,1,2070.77
,10,2633.02
,24,2210.15
,18,2652.28
,17,2615.82
,16,2579.42
,14,2598.58
,20,2712.97
,3,1914.57
,6,2158.85
,23,13514.3
,4,10511.19
,10,12627.72
,19,15922.17
,3,10830.67
,9,12355.25
,14,14354.97
,18,16230.74
,20,15435.95
,2,11422.92
,5,10516.55
,15,15063.14
,21,14776.47
,24,12600.47
,1,12083.8
,6,10891.12
,7,11550.22
,13,13657.9
,16,15772.15
,8,12031.09
,11,12890.18
,12,13191.32
,17,16101.32
,22,14296.55
,1,782.79
,21,987.95
,15,1018.86
,14,1023.83
,20,1013.79
,22,944.2
,23,895.69
,2,745.41
,18,1026.98
,10,1013.64
,16,1017.64
,19,1010.12
,11,1021.29
,13,1023.76
,4,717.13
,6,793.97
,8,969.69
,12,1024.13
,17,1023.47
,24,841.69
,3,722.16
,5,735.65
,9,997.31
,7,893.93
,23,2684.61
,20,3098.74
,13,2305.1
,16,2716.98
,18,3113.2
,2,2464.73
,7,2448.72
,11,2436.38
,15,2525.51
,24,2522.35
,1,2590.15
,8,2558.53
,14,2352.25
,19,3162.01
,21,2955.44
,4,2224.91
,22,2837.6
,3,2324.66
,5,2207.85
,6,2269.07
,9,2558.74
,12,2361.56
,17,2921.34
,10,2495.84
,12,4983.2
,21,5135.76
,9,4108.45
,19,5617.4
,23,4560.55
,1,4094.63
,2,3888.27
,3,3739.71
,7,3776.95
,14,5566.29
,17,5920.47
,20,5351.66
,22,4875.73
,5,3630.29
,4,3648.34
,6,3683.72
,8,3895.16
,24,4274.09
,10,4370.11
,11,4666.03
,15,5740.8
,16,5856.6
,18,5802.57
,13,5291.53
,5,1166.98
,7,1247.57
,1,1322.62
,14,1759.29
,12,1552.36
,10,1319.6
,9,1282.71
,6,1207.76
,3,1195.31
,23,1496.33
,21,1742.01
,24,1381.69
,22,1623.91
,19,1925.66
,20,1832.63
,16,1959.59
,8,1277.99
,2,1250.24
,18,2012.13
,17,2015.62
,13,1658.46
,11,1412.27
,4,1166.54
,15,1850.79
,18,495.19
,14,420.02
,20,463.18
,15,447.49
,13,393.28
,12,370.68
,9,355.7
,11,357.51
,8,350.32
,21,445.27
,17,490.37
,16,473.04
,10,359.05
,6,311.37
,4,302.91
,3,310.02
,23,384.65
,19,470.76
,7,333.92
,5,303.41
,1,343.92
,24,349.51
,22,418.8
,2,324.08
,21,450.22
,19,454.55
,7,386.08
,10,449.77
,17,445.87
,24,377.16
,1,358.02
,22,429.31
,23,408.02
,6,344.35
,5,324.44
,9,440.87
,11,454.23
,12,456.13
,15,448.53
,2,338.24
,3,326.78
,4,321.28
,8,424.69
,13,454.45
,16,445.77
,18,450.77
,14,451.74
,20,453.04
,22,61.94
,14,74.16
,7,51.95
,10,56.42
,23,56.69
,11,58.58
,13,68.31
,16,82.67
,17,86.27
,18,84.16
,15,79.01
,2,48.89
,3,47.23
,12,62.17
,19,79.02
,20,73.32
,6,50.31
,8,52.55
,9,55.92
,1,51.64
,21,67.74
,4,46.22
,5,46.97
,24,52.6
,6,632.37
,7,651.61
,17,1069.48
,23,748.82
,9,702.2
,14,955.48
,12,855.3
,1,683.26
,2,653.43
,18,1068.08
,21,852.88
,5,622.89
,13,903.98
,15,1001.15
,20,919.5
,19,1000.05
,22,797.53
,8,678.91
,10,734.31
,11,795.51
,16,1036.15
,24,703.82
,3,633.46
,4,623.84
,1,479.41
,2,453.52
,10,480.94
,13,612.24
,17,760.19
,9,457.36
,14,652.79
,12,575.05
,8,447.66
,7,442.28
,19,717.99
,11,529
,24,492.81
,22,556.63
,20,649.94
,16,724.91
,18,767.75
,5,423.93
,6,429.77
,3,437.92
,23,524.59
,15,691.53
,4,426.86
,21,595.84
,18,300.34
,17,309.29
,4,196.98
,24,211.01
,21,257.05
,1,203.85
,15,309.61
,22,240.91
,7,209.32
,6,202.6
,23,224.23
,14,302.69
,12,280.25
,10,253.37
,19,282.07
,20,269.55
,16,311.24
,9,244.84
,11,266.51
,8,231.25
,13,291.75
,2,199.91
,5,198.96
,3,195.54
,2,826.99
,16,1026.48
,14,1015.6
,15,1015.55
,17,1043.5
,24,870.07
,5,817.55
,11,1035
,12,1029.54
,13,1023.35
,19,1067.66
,21,1033.87
,18,1070.1
,3,810.07
,6,853.75
,10,1032.43
,22,981.31
,1,855.07
,4,805.28
,23,924.4
,7,905.99
,9,1008.05
,20,1072.29
,8,959.07
,4,0
,2,0
,14,0
,24,0
,6,0
,12,0
,16,0
,20,0
,21,0
,23,0
,5,0
,10,0
,13,0
,1,0
,11,0
,8,0
,19,0
,3,0
,7,0
,9,0
,15,0
,17,0
,18,0
,22,0
,23,4567.43
,20,5463.88
,18,5745.87
,24,4291.22
,3,3904.09
,10,3933.1
,16,5611.66
,22,4882.25
,9,3869.4
,4,3789.98
,5,3739.67
,6,3749.46
,12,4309.02
,13,4539.18
,8,3794.62
,11,4093.82
,21,5198.7
,1,4237.23
,2,4037.79
,7,3743.6
,17,5732.77
,15,5274.61
,19,5659.25
,14,4861.45
,22,2160.62
,21,2353.38
,14,2157.28
,4,1488.16
,10,1687.01
,23,1974.21
,18,2720.63
,20,2528.57
,19,2643.25
,2,1647.11
,17,2687.81
,15,2350.07
,13,1983.84
,12,1850.92
,1,1770.61
,7,1513.19
,5,1465.07
,24,1803.47
,16,2545.42
,8,1544.68
,3,1549.52
,6,1471.67
,11,1757.21
,9,1612.21
,16,386.63
,14,340.85
,11,290.96
,1,313.54
,20,397.88
,17,403.78
,10,289.45
,4,267.66
,2,292.74
,22,367.68
,8,273.94
,5,263.31
,3,276.53
,21,382.62
,19,406.23
,15,364.28
,9,284.2
,7,268.7
,6,262.76
,18,412.91
,24,312.34
,12,300.65
,13,318.04
,23,342.15
,10,101.15
,12,113.18
,19,151.97
,20,140.85
,1,94.03
,9,95.47
,14,131.24
,21,129.3
,2,87.82
,8,89.08
,15,141.44
,22,117.45
,18,159.02
,3,83.63
,4,80.38
,5,79.74
,7,84.37
,11,106.55
,16,151.3
,24,96.88
,13,121.71
,17,157.66
,23,106.39
,6,81.34
,5,105.69
,7,111.68
,12,141.94
,24,143.84
,2,124.87
,6,106.32
,9,120
,15,187.2
,13,152.89
,1,136.95
,3,115.13
,4,108.56
,10,127.29
,8,114.37
,17,223.92
,23,162.38
,18,232.45
,19,229.42
,16,207.15
,14,168.8
,21,202.99
,11,134.06
,22,182.79
,20,219.68
,11,1198.28
,3,1048.93
,1,1199.57
,18,1874.81
,22,1461.76
,20,1733.57
,6,997.39
,2,1115.98
,19,1815.57
,8,1042.01
,21,1605.3
,15,1622.27
,13,1362.46
,9,1086.71
,7,1024.16
,5,991.82
,24,1224.49
,17,1860.66
,23,1336.47
,16,1762.36
,12,1267.27
,14,1485.23
,10,1141.92
,4,1006.54
,3,25.3
,8,25.27
,11,27.35
,5,24.51
,2,25.7
,22,30.94
,7,24.29
,1,26.52
,6,23.87
,21,33.18
,24,25.92
,20,36.59
,23,26.82
,19,40.05
,18,41.43
,16,37.99
,17,41.79
,10,27.2
,14,31.16
,15,34.87
,4,25.02
